순번,제목,설명,발행일,링크,원본링크,언론사,IP포함,라이선싱포함,빌드업포함,코레일포함,슈야포함,테마카페포함,캐릭터포함
522,"한국콘텐츠진흥원; '캐릭터 라이선싱 페어 2024' 개최...'7월 18~21일 강남...","소개하는 '빌드업 기획관'; 우수 강소기업의 다양한 캐릭터 IP 상품을 만날 수 있는 '크림스토어 홍보관' 등 콘텐츠 IP의 무한한 확장성을 확인할 수 있다. 라이선싱 콘은 콘텐츠 IP 라이선싱의 국내외 콘텐츠 IP 산업... ",2024-07-11,"https://www.news2day.co.kr/article/20240711500152","https://www.news2day.co.kr/article/20240711500152",Unknown,Y,Y,Y,N,N,N,Y
523,"콘진원; '캐릭터 라이선싱 페어' 18~21일 코엑스에서 개최","190개 콘텐츠 IP 기업이 참가해 전시; 부대행사; 현장 이벤트는 물론; IP 라이선싱의 최신 트렌드를 한눈에... 소개하는 '빌드업 기획관' ▲우수 강소기업의 다양한 캐릭터 IP 상품을 만날 수 있는 '크림스토어 홍보관' 등... ",2024-07-11,"http://www.newsmaker.or.kr/news/articleView.html?idxno=153753","http://www.newsmaker.or.kr/news/articleView.html?idxno=153753",Unknown,Y,Y,Y,N,N,N,Y
524,"콘진원; 캐릭터 라이선싱 페어 2024 개최","190개 콘텐츠 IP 기업이 참가해 전시; 부대행사; 현장 이벤트는 물론; IP 라이선싱의 최신 트렌드를 한눈에... 소개하는 '빌드업 기획관' ▲우수 강소기업의 다양한 캐릭터 IP 상품을 만날 수 있는 ‘크림스토어 홍보관’... ",2024-07-11,"https://www.geconomy.co.kr/news/article.html?no=286771","https://www.geconomy.co.kr/news/article.html?no=286771",Unknown,Y,Y,Y,N,N,N,Y
525,"콘진원; 서울 코엑스서 '캐릭터 라이선싱 페어 2024' 개최… 입장료 전면...","190개 콘텐츠 IP 기업이 참가해 전시와 부대행사 및 현장 이벤트는 물론; IP 라이선싱 최신 트렌드를 한눈에... 소개하는 '빌드업 기획관' △우수 강소기업의 다양한 캐릭터 IP 상품을 만날 수 있는 '크림스토어 홍보관... ",2024-07-11,"https://www.s-journal.co.kr/news/articleView.html?idxno=22905","https://www.s-journal.co.kr/news/articleView.html?idxno=22905",Unknown,Y,Y,Y,N,N,N,Y
526,"콘진원; 캐릭터 라이선싱 페어 2024 개최","190개 콘텐츠 IP 기업이 참가해 전시; 부대행사; 현장 이벤트는 물론; IP 라이선싱의 최신 트렌드를 한눈에... 소개하는 ‘빌드업 기획관’ ▲우수 강소기업의 다양한 캐릭터 IP 상품을 만날 수 있는 ‘크림스토어... ",2024-07-11,"https://www.cnet.co.kr/view/?no=20240711110206","https://www.cnet.co.kr/view/?no=20240711110206",Unknown,Y,Y,Y,N,N,N,Y
527,"콘진원; 캐릭터 라이선싱 페어 2024 개최...차노을·트리플에스 특별 팬...","콘진원은 &quot;190개 콘텐츠 IP 기업이 참가해 전시; 부대행사; 현장 이벤트는 물론; IP 라이선싱의 최신 트렌드를... 소개하는 '빌드업 기획관'; 우수 강소기업의 다양한 캐릭터 IP 상품을 만날 수 있는 '크림스토어 홍보관... ",2024-07-11,"https://www.mhns.co.kr/news/articleView.html?idxno=614599","https://www.mhns.co.kr/news/articleView.html?idxno=614599",Unknown,Y,Y,Y,N,N,N,Y
528,"콘진원; 캐릭터 라이선싱 페어 2024 개최","190개 콘텐츠 IP 기업이 참가해 전시; 부대행사; 현장 이벤트는 물론; IP 라이선싱의 최신 트렌드를 한눈에... 소개하는 ‘빌드업 기획관’ ▲우수 강소기업의 다양한 캐릭터 IP 상품을 만날 수 있는 ‘크림스토어... ",2024-07-11,"https://idsn.co.kr/news/view/1065573157702767","https://idsn.co.kr/news/view/1065573157702767",Unknown,Y,Y,Y,N,N,N,Y
529,"콘진원; 캐릭터 라이선싱 페어 2024 개최","190개 콘텐츠 IP 기업이 참가해 전시; 부대행사; 현장 이벤트는 물론; IP 라이선싱의 최신 트렌드를 한눈에... 소개하는 '빌드업 기획관' ▲우수 강소기업의 다양한 캐릭터 IP 상품을 만날 수 있는 '크림스토어 홍보관' 등... ",2024-07-11,"https://www.khgames.co.kr/news/articleView.html?idxno=229901","https://www.khgames.co.kr/news/articleView.html?idxno=229901",Unknown,Y,Y,Y,N,N,N,Y
530,"콘진원; '캐릭터 라이선싱 페어 2024' 개최","국내 최대 콘텐츠 IP 라이선싱 행사 18~21일 나흘간 코엑스서 진행 오는 18일부터 21일까지 문화체육관광부가... 소개하는 ‘빌드업 기획관’ ▲우수 강소기업의 다양한 캐릭터 IP 상품을 만날 수 있는 ‘크림스토어... ",2024-07-11,"https://www.kgnews.co.kr/news/article.html?no=800968","https://www.kgnews.co.kr/news/article.html?no=800968",Unknown,Y,Y,Y,N,N,N,Y
531,"콘진원; 캐릭터 라이선싱 페어 2024 개최…입장 무료화","190개 콘텐츠 IP 기업이 참가해 전시; 부대행사; 현장 이벤트는 물론 IP 라이선싱의 최신 트렌드를 한눈에 볼... 소개하는 ‘빌드업 기획관’ △우수 강소기업의 다양한 캐릭터 IP 상품을 만날 수 있는 ‘크림스토어... ",2024-07-11,"https://n.news.naver.com/mnews/article/018/0005786598?sid=103","http://www.edaily.co.kr/news/newspath.asp?newsid=02263206638953536",네이버뉴스,Y,Y,Y,N,N,N,Y
532,"콘진원; 캐릭터 라이선싱 페어 2024 개최... 18~21일 코엑스에서 열려","190개 콘텐츠 IP 기업이 참가해 전시; 부대행사; 현장 이벤트는 물론; IP 라이선싱의 최신 트렌드를 한눈에... 소개하는 '빌드업 기획관' ▲우수 강소기업의 다양한 캐릭터 IP 상품을 만날 수 있는 '크림스토어 홍보관' 등... ",2024-07-11,"http://www.newsworker.co.kr/news/articleView.html?idxno=339238","http://www.newsworker.co.kr/news/articleView.html?idxno=339238",Unknown,Y,Y,Y,N,N,N,Y
533,"콘진원; 캐릭터 라이선싱 페어 2024 개최","190개 콘텐츠 IP 기업이 참가해 전시; 부대행사; 현장 이벤트는 물론; IP 라이선싱의 최신 트렌드를 한눈에... 소개하는 '빌드업 기획관' ▲우수 강소기업의 다양한 캐릭터 IP 상품을 만날 수 있는 '크림스토어 홍보관' 등... ",2024-07-10,"https://daily.hankooki.com/news/articleView.html?idxno=1104604","https://daily.hankooki.com/news/articleView.html?idxno=1104604",Unknown,Y,Y,Y,N,N,N,Y
534,"[르포] 소비자·기업·기관 캐릭터로 '잇-다'…캐릭터 라이선싱 페어 20...","캐릭터 라이선싱 페어는 올해로 23년째를 맞는 국내 최대 규모 캐릭터 라이선싱 비즈니스 행사다. 전시부스는 ▲기업홍보관▲루키 프로젝트▲버추얼 캐릭터관▲K팝관▲ESG관▲신규 캐릭터 IP 홍보관▲빌드업 기획관... ",2024-07-19,"https://it.chosun.com/news/articleView.html?idxno=2023092119789","https://it.chosun.com/news/articleView.html?idxno=2023092119789",Unknown,Y,Y,Y,N,N,N,Y
535,"그라비티; '라이선싱 재팬 2024' 참가","개별 작품 속 주인공들이 한데 모여 협력해 나가는 크로스오버 작품으로 각각의 스토리 빌드업을 통해... 그라비티 이형 IP사업 PM은 &quot;라이선싱 재팬은 라이선싱 업계의 트렌드와 동향을 파악할 수 있는 자리로... ",2024-07-01,"https://n.news.naver.com/mnews/article/092/0002336708?sid=105","https://zdnet.co.kr/view/?no=20240701173145",네이버뉴스,Y,Y,Y,N,N,N,N
536,"그라비티; '라이선싱 재팬 2024' 참가","개별 작품 속 주인공들이 한데 모여 협력해 나가는 크로스오버 작품으로 각각의 스토리 빌드업을 통해... 그라비티 이형 IP사업 PM은 &quot;라이선싱 재팬은 라이선싱 업계의 트렌드와 동향을 파악할 수 있는 자리로... ",2024-07-01,"https://www.ekoreanews.co.kr/news/articleView.html?idxno=74144","https://www.ekoreanews.co.kr/news/articleView.html?idxno=74144",Unknown,Y,Y,Y,N,N,N,N
537,"그라비티; '라이선싱 재팬 2024' 참가","개별 작품 속 주인공들이 한데 모여 협력해 나가는 크로스오버 작품으로 각각의 스토리 빌드업을 통해... 그라비티 이형 IP사업 PM은 &quot;라이선싱 재팬은 새로운 비즈니스 파트너를 모집하고 그라비티가 보유한 IP를... ",2024-07-01,"https://www.gametoc.co.kr/news/articleView.html?idxno=82497","https://www.gametoc.co.kr/news/articleView.html?idxno=82497",Unknown,Y,Y,Y,N,N,N,N
538,"그라비티 '라이선싱 재팬 2024' 참가한다","개별 작품 속 주인공들이 한데 모여 협력해 나가는 크로스오버 작품으로 각각의 스토리 빌드업을 통해... 그라비티 이형 IP사업 PM은 &quot;라이선싱 재팬은 라이선싱 업계의 트렌드와 동향을 파악할 수 있는 자리로... ",2024-07-01,"http://www.smedaily.co.kr/news/articleView.html?idxno=295934","http://www.smedaily.co.kr/news/articleView.html?idxno=295934",Unknown,Y,Y,Y,N,N,N,N
539,"그라비티; 도쿄 빅 사이트에서 열리는 '라이선싱 재팬 2024' 참가","개별 작품 속 주인공들이 한데 모여 협력해 나가는 크로스오버 작품으로 각각의 스토리 빌드업을 통해... 그라비티 이형 IP사업 PM은 &quot;라이선싱 재팬은 라이선싱 업계의 트렌드와 동향을 파악할 수 있는 자리로... ",2024-07-01,"http://www.gamevu.co.kr/news/articleView.html?idxno=33793","http://www.gamevu.co.kr/news/articleView.html?idxno=33793",Unknown,Y,Y,Y,N,N,N,N
540,"코레일유통; 콘텐츠기업 발굴","코레일유통(대표 김영태)이 한국콘텐츠진흥원(원장 조현래)과 함께 ‘2024 IP 라이선싱 빌드업’ 사업을 통해 중소콘텐츠기업의 콘텐츠를 발굴하고 지원한다고 17일 밝혔다. ‘2024 IP 라이선싱 빌드업’은 새로운 K... ",2024-05-17,"https://www.naeil.com/news/read/510609?ref=naver","https://www.naeil.com/news/read/510609?ref=naver",Unknown,Y,Y,Y,Y,N,N,N
541,"그라비티; ‘라이선싱 재팬 2024’ 참가","있는 IP도 모색할 예정이다&quot;라고 전했다. 지난해 라이선싱 재팬 2023 참가 이후 태국 지역 ‘Ragnarok Real... 개별 작품 속 주인공들이 한데 모여 협력해 나가는 크로스오버 작품으로 각각의 스토리 빌드업을 통해... ",2024-07-01,"http://www.lawissue.co.kr/view.php?ud=202407012048294643204ead0791_12","http://www.lawissue.co.kr/view.php?ud=202407012048294643204ead0791_12",Unknown,Y,Y,Y,N,N,N,N
542,"그라비티; ‘라이선싱 재팬 2024’ 참가…파트너 발굴 나선다","그라비티는 ‘라이선싱 재팬 2024’ 참가를 계기로 글로벌 파트너사 대상 라그나로크 IP 및 신규 IP 홍보... 개별 작품 속 주인공들이 한데 모여 협력해 나가는 크로스오버 작품으로 각각의 스토리 빌드업을 통해 작품... ",2024-07-01,"https://n.news.naver.com/mnews/article/009/0005327213?sid=105","https://www.mk.co.kr/article/11055230",네이버뉴스,Y,Y,Y,N,N,N,N
543,"롯데월드; 중소 콘텐츠기업과 신규 미디어 컬래버레이션","21일 롯데월드에 따르면 한국콘텐츠진흥원의 '2023 IP라이선싱 빌드업' 참여를 통해 우수 콘텐츠 IP 보유 콘텐츠 기업들과 컬래버레이션을 진행하고 있다. 올해는 '니즈앤'; '단콩'과의 협업에 나서 롯데월드 35주년 기념... ",2024-01-21,"https://n.news.naver.com/mnews/article/008/0004988744?sid=103","http://news.mt.co.kr/mtview.php?no=2024012117552571792",네이버뉴스,Y,Y,Y,N,N,N,N
544,"콘진원; 캐릭터 라이선싱 페어 2024 개최","‘캐릭터 라이선싱 페어 2024(이하 캐릭터 페어)’가 오는 18~21일 나흘간 서울 강남구 코엑스에서 개최된다.... 소개하는 ‘빌드업 기획관’ ▲우수 강소기업의 다양한 캐릭터 IP 상품을 만날 수 있는 ‘크림스토어... ",2024-07-11,"http://www.apparelnews.co.kr/news/news_view/?idx=212144","http://www.apparelnews.co.kr/news/news_view/?idx=212144",Unknown,Y,Y,Y,N,N,N,Y
545,"롯데월드; 중소 콘텐츠 기업과 신규 미디어 협업… '동반성장 도모' 눈...","롯데월드는 한국콘텐츠진흥원의 '2023 IP라이선싱 빌드업'을 통해 우수 콘텐츠 IP 보유 콘텐츠 기업들이 잠재력을 펼칠 수 있도록 협업을 진행하고; 롯데월드의 자사 역량 및 노하우를 공유하고 다양한 채널에서 결과물을... ",2024-01-19,"http://www.hansbiz.co.kr/news/articleView.html?idxno=677781","http://www.hansbiz.co.kr/news/articleView.html?idxno=677781",Unknown,Y,Y,Y,N,N,N,N
546,"롯데월드; 중소 콘텐츠 기업과 다채로운 상생 콜라보","19일 롯데월드에 따르면; 이 테마파크 기업은 한국콘텐츠진흥원의 ‘2023 IP라이선싱 빌드업’을 통해 우수 콘텐츠 IP 보유 콘텐츠 기업들이 잠재력을 펼칠 수 있도록 컬래버레이션을 진행하고; 롯데월드의 자사 역량 및... ",2024-01-19,"https://n.news.naver.com/mnews/article/016/0002254639?sid=103","http://news.heraldcorp.com/view.php?ud=20240119000182",네이버뉴스,Y,Y,Y,N,N,N,N
547,"롯데월드; 중소 콘텐츠기업과의 협업…놀이기구 안내영상 제작","롯데월드는 한국콘텐츠진흥원의 ‘2023 IP 라이선싱 빌드업’을 통해 우수 콘텐츠 지적재산(IP) 보유 콘텐츠 기업과 협업을 진행하고; 이달부터 자사의 다양한 채널에 결과물을 송출하고 있다. IP 라이선싱 빌드업은... ",2024-01-17,"https://n.news.naver.com/mnews/article/117/0003801168?sid=103","https://mydaily.co.kr/page/view/2024011719493598770",네이버뉴스,Y,Y,Y,N,N,N,N
548,"롯데월드; 중소 콘텐츠기업과 미디어 컬래버레이션 진행... &quot;동반성장 박...","롯데월드는 한국콘텐츠진흥원의 '2023 IP라이선싱 빌드업'을 통해 우수 콘텐츠 IP 보유 콘텐츠 기업들이 잠재력을 펼칠 수 있도록 컬래버레이션을 진행하고; 롯데월드의 자사 역량 및 노하우를 공유하고 다양한 채널에서... ",2024-01-17,"http://www.thefirstmedia.net/news/articleView.html?idxno=136759","http://www.thefirstmedia.net/news/articleView.html?idxno=136759",Unknown,Y,Y,Y,N,N,N,N
549,"롯데월드; 중소 콘텐츠기업과 협업 &quot;상상생 위한 동반성장 노력&quot;","17일 롯데워드에 따르면 한국콘텐츠진흥원의 '2023 IP라이선싱 빌드업'을 통해 우수 콘텐츠 IP 보유 콘텐츠 기업이 잠재력을 펼칠 수 있도록 컬래버레이션을 진행한다. 자사 역량 및 노하우를 공유하고 다양한 채널에서... ",2024-01-17,"https://n.news.naver.com/mnews/article/076/0004098723?sid=101","https://www.sportschosun.com/ext/2024-01-17/202401170100108320015058",네이버뉴스,Y,Y,Y,N,N,N,N
550,"롯데월드; 신규 미디어 컬래버레이션 ‘동반성장 도모’","롯데월드는 한국콘텐츠진흥원의 ‘2023 IP라이선싱 빌드업’을 통해 우수 콘텐츠 IP 보유 콘텐츠 기업들이 잠재력을 펼칠 수 있도록 컬래버레이션을 진행하고; 롯데월드의 자사 역량 및 노하우를 공유하고 다양한... ",2024-01-17,"https://www.ebn.co.kr/news/view/1609166/?sc=Naver","https://www.ebn.co.kr/news/view/1609166/?sc=Naver",Unknown,Y,Y,Y,N,N,N,N
551,"롯데월드; 중소 콘텐츠기업과 신규 미디어 컬래버레이션 진행","사진=롯데월드 롯데월드는 한국콘텐츠진흥원의 '2023 IP라이선싱 빌드업'을 통해 우수 콘텐츠 IP 보유 콘텐츠 기업들이 잠재력을 펼칠 수 있도록 컬래버레이션을 진행했다고 17일 밝혔다. 또한 롯데월드의 자사 역량 및... ",2024-01-17,"http://www.lkp.news/news/articleView.html?idxno=42541","http://www.lkp.news/news/articleView.html?idxno=42541",Unknown,Y,Y,Y,N,N,N,N
552,"롯데월드; 중소 콘텐츠기업과 동반성장 도모...미디어 콘텐츠 제작 협업","롯데월드가 우수 콘텐츠 IP(지식재산권)를 보유한 국내 중소 콘텐츠기업과 협업을 통해 신규 미디어 콘텐츠를 제작하며 동반성장에 나섰다.롯데월드는 한국콘텐츠진흥원의 '2023 IP라이선싱 빌드업'을 통해 우수... ",2024-01-17,"https://www.asiatoday.co.kr/view.php?key=20240117010010847","https://www.asiatoday.co.kr/view.php?key=20240117010010847",Unknown,Y,Y,Y,N,N,N,N
553,"롯데월드; 중소 콘텐츠기업과 신규 미디어 컬래버레이션 진행","사진=롯데월드 롯데월드는 한국콘텐츠진흥원의 '2023 IP라이선싱 빌드업'을 통해 우수 콘텐츠 IP 보유 콘텐츠 기업들이 잠재력을 펼칠 수 있도록 컬래버레이션을 진행했다고 17일 밝혔다. 또한 롯데월드의 자사 역량 및... ",2024-01-17,"https://www.polinews.co.kr/news/articleView.html?idxno=631399","https://www.polinews.co.kr/news/articleView.html?idxno=631399",Unknown,Y,Y,Y,N,N,N,N
